day,case,weight,calories_burned,bmr
53,rigorous exercise,212.56474075221914,354.5044733157582,1669.973101849483
54,rigorous exercise,212.46350200005784,354.335632564526,1669.513664052066
55,rigorous exercise,212.3623114651357,354.1668722275098,1669.0544450722623
56,rigorous exercise,212.26116912448813,353.9981922664104,1668.5954448058555
57,rigorous exercise,212.16007495516158,353.8295926429471,1668.136663148678
58,rigorous exercise,212.05902893421333,353.6610733188572,1667.678099996613
59,rigorous exercise,211.95803103871165,353.4926342558963,1667.2197552455916
60,rigorous exercise,211.85708124573569,353.32427541583826,1666.761628791596
61,rigorous exercise,211.75617953237554,353.15599676047515,1666.303720530657
62,rigorous exercise,211.65532587573222,352.9877982516171,1665.8460303588554
63,rigorous exercise,211.55452025291763,352.81967985109276,1665.3885581723212
64,rigorous exercise,211.45376264105457,352.6516415207484,1664.9313038672344
65,rigorous exercise,211.35305301727672,352.48368322244903,1664.4742673398234
66,rigorous exercise,211.2523913587287,352.3158049180775,1664.0174484863671
67,rigorous exercise,211.15177764256597,352.1480065695349,1663.5608472031931
68,rigorous exercise,211.0512118459549,351.9802881387405,1663.104463386679
69,rigorous exercise,210.9506939460727,351.81264958763154,1662.6482969332515
70,rigorous exercise,210.8502239201075,351.64509087816367,1662.1923477393857
71,rigorous exercise,210.74980174525828,351.47761197231046,1661.7366157016077
72,rigorous exercise,210.64942739873484,351.3102128320637,1661.2811007164914
73,rigorous exercise,210.54910085775785,351.14289341943316,1660.8258026806611
74,rigorous exercise,210.44882209955887,350.9756536964466,1660.3707214907895
75,rigorous exercise,210.34859110138026,350.8084936251504,1659.9158570435989
76,rigorous exercise,210.24840784047524,350.6414131676083,1659.4612092358607
77,rigorous exercise,210.14827229410784,350.4744122859026,1659.0067779643955
78,rigorous exercise,210.04818443955295,350.30749094213354,1658.552563126073
79,rigorous exercise,209.94814425409626,350.1406490984193,1658.0985646178121
80,rigorous exercise,209.8481517150343,349.97388671689623,1657.6447823365806
81,rigorous exercise,209.7482067996744,349.8072037597187,1657.1912161793957
82,rigorous exercise,209.64830948533466,349.6406001890591,1656.737866043323
83,rigorous exercise,209.54845974934406,349.4740759671077,1656.284731825478
84,rigorous exercise,209.44865756904233,349.3076310560729,1655.8318134230246
85,rigorous exercise,209.34890292178,349.14126541818115,1655.3791107331758
86,rigorous exercise,209.24919578491838,348.97497901567687,1654.926623653194
87,rigorous exercise,209.14953613582958,348.8087718108223,1654.4743520803897
88,rigorous exercise,209.04992395189646,348.6426437658979,1654.022295912123
89,rigorous exercise,208.9503592105127,348.47659484320184,1653.5704550458022
90,rigorous exercise,208.85084188908266,348.3106250050504,1653.1188293788855
91,rigorous exercise,208.75137196502158,348.14473421377784,1652.667418808879
92,rigorous exercise,208.65194941575535,347.97892243173624,1652.2162232333378
93,rigorous exercise,208.5525742187207,347.81318962129575,1651.7652425498663
94,rigorous exercise,208.45324635136504,347.6475357448443,1651.3144766561172
95,rigorous exercise,208.35396579114652,347.48196076478786,1650.8639254497916
96,rigorous exercise,208.25473251553407,347.31646464355015,1650.4135888286405
97,rigorous exercise,208.15554650200733,347.15104734357294,1649.9634666904626
98,rigorous exercise,208.05640772805666,346.9857088273158,1649.5135589331053
99,rigorous exercise,207.95731617118315,346.82044905725627,1649.063865454465
100,rigorous exercise,207.85827180889862,346.6552679958896,1648.6143861524868
101,rigorous exercise,207.75927461872556,346.49016560572915,1648.165120925164
102,rigorous exercise,207.6603245781972,346.32514184930574,1647.7160696705391
103,rigorous exercise,207.56142166485742,346.1601966891685,1647.2672322867024
104,rigorous exercise,207.46256585626088,345.99533008788416,1646.8186086717933
105,rigorous exercise,207.36375712997287,345.8305420080371,1646.3701987239992
106,rigorous exercise,207.26499546356936,345.6658324122299,1645.922002341557
107,rigorous exercise,207.16628083463706,345.5012012630827,1645.4740194227506
108,rigorous exercise,207.0676132207733,345.3366485232336,1645.0262498659135
109,rigorous exercise,206.96899259958604,345.17217415533827,1644.5786935694277
110,rigorous exercise,206.87041894869404,345.00777812207036,1644.1313504317222
111,rigorous exercise,206.77189224572658,344.84346038612125,1643.684220351276
112,rigorous exercise,206.67341246832368,344.6792209102,1643.2373032266157
113,rigorous exercise,206.57497959413595,344.5150596570337,1642.790598956316
114,rigorous exercise,206.4765936008247,344.3509765893668,1642.3441074390007
115,rigorous exercise,206.37825446606186,344.1869716699616,1641.897828573341
116,rigorous exercise,206.27996216753,344.0230448615985,1641.4517622580565
117,rigorous exercise,206.18171668292226,343.8591961270753,1641.005908391916
118,rigorous exercise,206.0835179899425,343.6954254292075,1640.5602668737354
119,rigorous exercise,205.98536606630512,343.5317327308283,1640.114837602379
120,rigorous exercise,205.8872608897352,343.36811799478886,1639.66962047676
121,rigorous exercise,205.78920243796836,343.20458118395777,1639.2246153958388
122,rigorous exercise,205.69119068875085,343.0411222612213,1638.7798222586243
123,rigorous exercise,205.59322561983956,342.87774118948363,1638.3352409641739
124,rigorous exercise,205.49530720900194,342.7144379316664,1637.8908714115923
125,rigorous exercise,205.39743543401602,342.55121245070904,1637.4467135000327
126,rigorous exercise,205.29961027267044,342.3880647095685,1637.0027671286966
127,rigorous exercise,205.20183170276437,342.2249946712195,1636.559032196833
128,rigorous exercise,205.10409970210762,342.06200229865425,1636.1155086037393
129,rigorous exercise,205.0064142485205,341.8990875548827,1635.67219624876
130,rigorous exercise,204.90877531983395,341.7362504029324,1635.229095031289
131,rigorous exercise,204.81118289388942,341.57349080584856,1634.7862048507668
132,rigorous exercise,204.71363694853895,341.4108087266938,1634.3435256066823
133,rigorous exercise,204.61613746164508,341.24820412854854,1633.9010571985727
134,rigorous exercise,204.51868441108093,341.0856769745107,1633.4587995260222
135,rigorous exercise,204.42127777473016,340.9232272276957,1633.016752488663
136,rigorous exercise,204.32391753048694,340.7608548512367,1632.574915986176
