day,case,weight,calories_burned,bmr
334,rigorous exercise,185.93220832036664,310.08811409546666,1549.1103711370508
335,rigorous exercise,185.84365391247033,309.94042763711997,1548.708496941183
336,rigorous exercise,185.75514168060812,309.7928115177802,1548.3068141469653
337,rigorous exercise,185.6666716046927,309.6452657039467,1547.9053226632384
338,rigorous exercise,185.57824366464638,309.49779016213483,1547.5040223988863
339,rigorous exercise,185.489857840401,309.3503848588761,1547.102913262836
340,rigorous exercise,185.40151411189794,309.2030497607178,1546.7019951640589
341,rigorous exercise,185.31321245908816,309.0557848342231,1546.301268011569
342,rigorous exercise,185.22495286193217,308.9085900459712,1545.9007317144237
343,rigorous exercise,185.1367353004,308.76146536255715,1545.5003861817243
344,rigorous exercise,185.04855975447126,308.614410750592,1545.1002313226145
345,rigorous exercise,184.96042620413505,308.46742617670253,1544.7002670462816
346,rigorous exercise,184.87233462939002,308.3205116075316,1544.3004932619565
347,rigorous exercise,184.7842850102444,308.1736670097379,1543.9009098789131
348,rigorous exercise,184.69627732671583,308.026892349996,1543.5015168064685
349,rigorous exercise,184.60831155883156,307.8801875949963,1543.102313953983
350,rigorous exercise,184.52038768662828,307.7335527114451,1542.7033012308598
351,rigorous exercise,184.43250569015225,307.58698766606443,1542.3044785465459
352,rigorous exercise,184.34466554945922,307.4404924255925,1541.9058458105305
353,rigorous exercise,184.25686724461443,307.2940669567829,1541.5074029323468
354,rigorous exercise,184.1691107556926,307.1477112264055,1541.109149821571
355,rigorous exercise,184.08139606277797,307.0014252012457,1540.7110863878215
356,rigorous exercise,183.99372314596422,306.85520884810495,1540.3132125407608
357,rigorous exercise,183.90609198535458,306.70906213380016,1539.9155281900937
358,rigorous exercise,183.81850256106168,306.5629850251645,1539.5180332455684
359,rigorous exercise,183.73095485320766,306.41697748904653,1539.1207276169757
360,rigorous exercise,183.64344884192414,306.2710394923108,1538.72361121415
361,rigorous exercise,183.55598450735218,306.1251710018376,1538.326683946968
362,rigorous exercise,183.4685618296423,305.97937198452314,1537.9299457253496
363,rigorous exercise,183.3811807889545,305.83364240727906,1537.5333964592573
364,rigorous exercise,183.2938413654582,305.68798223703305,1537.1370360586975
365,rigorous exercise,183.20654353933227,305.5423914407285,1531.7408644337183
366,rigorous exercise,183.11928729076504,305.39686998532454,1531.3448814944113
367,rigorous exercise,183.03207259995423,305.25141783779594,1530.9490871509101
368,rigorous exercise,182.94489944710705,305.1060349651332,1530.5534813133922
369,rigorous exercise,182.8577678124401,304.9607213343426,1530.1580638920775
370,rigorous exercise,182.7706776761794,304.81547691244634,1529.7628347972282
371,rigorous exercise,182.6836290185604,304.6703016664819,1529.3677939391496
372,rigorous exercise,182.59662181982796,304.5251955635028,1528.97294122819
373,rigorous exercise,182.50965606023635,304.38015857057803,1528.5782765747394
374,rigorous exercise,182.42273172004926,304.2351906547925,1528.183799889232
375,rigorous exercise,182.33584877953976,304.0902917832466,1527.7895110821432
376,rigorous exercise,182.24900721899033,303.9454619230564,1527.3954100639924
377,rigorous exercise,182.1622070186928,303.8007010413539,1527.00149674534
378,rigorous exercise,182.07544815894843,303.6560091052863,1526.6077710367906
379,rigorous exercise,181.98873062006786,303.51138608201666,1526.21423284899
380,rigorous exercise,181.9020543823711,303.36683193872386,1525.820882092628
381,rigorous exercise,181.8154194261875,303.22234664260225,1525.4277186784352
382,rigorous exercise,181.72882573185584,303.07793016086185,1525.0347425171865
383,rigorous exercise,181.6422732797242,302.9335824607281,1524.641953519698
384,rigorous exercise,181.5557620501501,302.7893035094422,1524.249351596829
385,rigorous exercise,181.46929202350032,302.64509327426117,1523.8569366594807
386,rigorous exercise,181.38286318015105,302.5009517224573,1523.4647086185973
387,rigorous exercise,181.29647550048782,302.35687882131845,1523.072667385165
388,rigorous exercise,181.2101289649055,302.2128745381484,1522.6808128702128
389,rigorous exercise,181.12382355380828,302.06893884026624,1522.2891449848112
390,rigorous exercise,181.0375592476097,301.9250716950066,1521.8976636400744
391,rigorous exercise,180.95133602673263,301.7812730697198,1521.5063687471575
392,rigorous exercise,180.86515387160927,301.6375429317717,1521.1152602172592
393,rigorous exercise,180.7790127626811,301.4938812485436,1520.7243379616198
394,rigorous exercise,180.692912680399,301.35028798743235,1520.3336018915215
395,rigorous exercise,180.60685360522302,301.2067631158505,1519.9430519182897
396,rigorous exercise,180.5208355176227,301.0633066012259,1519.5526879532918
397,rigorous exercise,180.4348583980767,300.91991841100213,1519.1625099079365
398,rigorous exercise,180.34892222707307,300.7765985126379,1518.772517693676
399,rigorous exercise,180.26302698510918,300.633346873608,1518.3827112220033
400,rigorous exercise,180.17717265269164,300.49016346140206,1517.9930904044552
401,rigorous exercise,180.09135921033635,300.34704824352576,1517.6036551526092
402,rigorous exercise,180.0055866385685,300.2040011874999,1517.2144053780858
403,rigorous exercise,179.91985491792255,300.06102226086097,1516.8253409925467
404,rigorous exercise,179.8341640289422,299.9181114311607,1516.4364619076966
405,rigorous exercise,179.7485139521805,299.77526866596634,1516.047768035282
406,rigorous exercise,179.66290466819967,299.6324939328607,1515.6592592870907
407,rigorous exercise,179.57733615757127,299.48978719944205,1515.2709355749537
408,rigorous exercise,179.49180840087604,299.34714843332387,1514.8827968107432
409,rigorous exercise,179.406321378704,299.20457760213526,1514.4948429063738
410,rigorous exercise,179.32087507165443,299.0620746735207,1514.1070737738014
411,rigorous exercise,179.23546946033582,298.91963961514006,1513.7194893250244
412,rigorous exercise,179.15010452536592,298.77727239466856,1513.3320894720832
413,rigorous exercise,179.0647802473717,298.6349729797969,1512.9448741270598
414,rigorous exercise,178.97949660698933,298.49274133823104,1512.557843202078
415,rigorous exercise,178.8942535848643,298.3505774376926,1512.1709966093035
416,rigorous exercise,178.80905116165115,298.2084812459183,1511.7843342609444
417,rigorous exercise,178.72388931801382,298.0664527306602,1511.3978560692497
418,rigorous exercise,178.63876803462534,297.92449185968593,1511.0115619465107
419,rigorous exercise,178.55368729216798,297.7825986007785,1510.6254518050605
420,rigorous exercise,178.4686470713332,297.6407729217359,1510.239525557274
421,rigorous exercise,178.38364735282167,297.49901479037186,1509.8537831155675
422,rigorous exercise,178.29868811734323,297.3573241745152,1509.468224392399
423,rigorous exercise,178.21376934561695,297.21570104201015,1509.082849300269
424,rigorous exercise,178.12889101837104,297.0741453607163,1508.6976577517185
425,rigorous exercise,178.0440531163429,296.9326570985084,1508.3126496593309
426,rigorous exercise,177.9592556202791,296.79123622327666,1507.9278249357312
427,rigorous exercise,177.8744985109354,296.6498827029265,1507.543183493586
428,rigorous exercise,177.78978176907674,296.50859650537853,1507.158725245603
429,rigorous exercise,177.70510537547716,296.3673775985689,1506.7744501045322
430,rigorous exercise,177.6204693109199,296.2262259504489,1506.3903579831644
431,rigorous exercise,177.53587355619734,296.08514152898493,1506.0064487943328
432,rigorous exercise,177.45131809211102,295.9441243021588,1505.6227224509112
433,rigorous exercise,177.3668028994716,295.8031742379676,1505.2391788658156
434,rigorous exercise,177.2823279590989,295.6622913044235,1504.8558179520032
435,rigorous exercise,177.19789325182188,295.52147546955416,1504.4726396224726
436,rigorous exercise,177.1134987584786,295.3807267014023,1504.089643790264
437,rigorous exercise,177.02914445991632,295.2400449680257,1503.7068303684591
438,rigorous exercise,176.94483033699132,295.09943023749787,1503.3241992701805
439,rigorous exercise,176.86055637056907,294.9588824779069,1502.9417504085927
440,rigorous exercise,176.7763225415241,294.81840165735656,1502.5594836969012
441,rigorous exercise,176.69212883074013,294.6779877439655,1502.1773990483534
442,rigorous exercise,176.60797521910987,294.5376407058677,1501.7954963762372
443,rigorous exercise,176.52386168753523,294.3973605112123,1501.4137755938823
444,rigorous exercise,176.43978821692718,294.2571471281636,1501.0322366146597
445,rigorous exercise,176.3557547882058,294.11700052490113,1500.6508793519815
446,rigorous exercise,176.27176138230018,293.9769206696194,1500.2697037193016
447,rigorous exercise,176.1878079801486,293.8369075305283,1499.8887096301137
448,rigorous exercise,176.10389456269834,293.6969610758526,1499.507896997954
449,rigorous exercise,176.02002111090582,293.55708127383247,1499.1272657363997
450,rigorous exercise,175.93618760573648,293.41726809272296,1498.7468157590688
451,rigorous exercise,175.8523940281648,293.2775215007945,1498.3665469796206
452,rigorous exercise,175.76864035917444,293.1378414663324,1497.9864593117554
453,rigorous exercise,175.68492657975798,292.9982279576372,1497.6065526692153
454,rigorous exercise,175.60125267091712,292.85868094302447,1497.226826965782
455,rigorous exercise,175.5176186136626,292.71920039082494,1496.84728211528
456,rigorous exercise,175.43402438901418,292.57978626938433,1496.4679180315734
457,rigorous exercise,175.35046997800075,292.4404385470635,1496.0887346285683
458,rigorous exercise,175.2669553616601,292.30115719223846,1495.7097318202113
459,rigorous exercise,175.18348052103917,292.16194217330013,1495.3309095204902
460,rigorous exercise,175.10004543719384,292.0227934586546,1494.9522676434335
461,rigorous exercise,175.01665009118906,291.88371101672277,1494.573806103111
462,rigorous exercise,174.9332944640988,291.744694815941,1494.1955248136337
463,rigorous exercise,174.849978537006,291.60574482476034,1493.817423689152
464,rigorous exercise,174.76670229100267,291.4668610116469,1493.4395026438592
465,rigorous exercise,174.68346570718978,291.32804334508205,1493.0617615919882
466,rigorous exercise,174.60026876667735,291.1892917935619,1492.6842004478128
467,rigorous exercise,174.5171114505843,291.05060632559776,1492.3068191256484
468,rigorous exercise,174.4339937400387,290.9119869097157,1491.9296175398504
469,rigorous exercise,174.35091561617742,290.77343351445705,1491.5525956048155
470,rigorous exercise,174.26787706014645,290.6349461083779,1491.1757532349807
471,rigorous exercise,174.18487805310073,290.4965246600495,1490.7990903448242
472,rigorous exercise,174.10191857620416,290.3581691380579,1490.422606848865
473,rigorous exercise,174.01899861062958,290.2198795110043,1490.0463026616621
474,rigorous exercise,173.93611813755888,290.0816557475047,1489.6701776978157
475,rigorous exercise,173.85327713818282,289.94349781619,1489.294231871967
476,rigorous exercise,173.77047559370118,289.8054056857063,1488.9184650987972
477,rigorous exercise,173.6877134853227,289.6673793247144,1488.5428772930286
478,rigorous exercise,173.604990794265,289.52941870189005,1488.1674683694237
479,rigorous exercise,173.52230750175474,289.39152378592405,1487.792238242786
480,rigorous exercise,173.43966358902745,289.253694545522,1487.4171868279595
481,rigorous exercise,173.35705903732762,289.1159309494044,1487.0423140398284
482,rigorous exercise,173.27449382790869,288.97823296630673,1486.667619793318
